"junction","presence_in_cells","total_UMI"
"chr14:21091159-21095555_S",1,1
"chr14:21102769-21142434_S",1,1
"chr14:21714817-21718401_S",1,1
"chr14:23350111-23356792_S",1,1
"chr14:23441076-23475634_S",1,1
"chr14:23492148-23499159_S",1,1
"chr14:23698719-23700192_S",1,1
"chr14:24055523-24058018_S",1,1
"chr14:24269938-24283557_S",1,1
"chr14:24540827-24541732_S",1,1
"chr14:24541884-24543450_S",1,1
"chr14:24543567-24545501_S",1,1
"chr14:24544138-24545497_S",1,1
"chr14:24749962-24781507_S",1,1
"chr14:24789540-24801382_S",1,1
"chr14:24799267-24801382_S",1,1
"chr14:24804340-24807404_S",1,1
"chr14:25135044-25135481_S",1,1
"chr14:25135044-25136218_S",1,1
"chr14:25304233-25304311_S",1,1
"chr14:25304233-25304984_S",1,1
"chr14:25304233-25378882_S",1,1
"chr14:25304391-25319085_S",1,1
"chr14:25537249-25546187_S",1,1
"chr14:25646282-25647140_S",1,1
"chr14:25646282-25647158_S",1,1
"chr14:26149472-26150942_S",1,1
"chr14:26163790-26180564_S",1,1
"chr14:26174756-26181058_S",1,1
"chr14:26183554-26186355_S",1,1
"chr14:26191556-26195053_S",1,1
"chr14:26191556-26203973_S",1,1
"chr14:26301018-26305562_S",1,1
"chr14:26301018-26306493_S",1,1
"chr14:26329787-26332665_S",1,1
"chr14:26329787-26333121_S",1,1
"chr14:26682996-26684066_S",1,1
"chr14:26685664-26686756_S",1,1
"chr14:26686915-26691830_S",1,1
"chr14:27125768-27149942_S",1,1
"chr14:27146936-27149490_S",1,1
"chr14:27146936-27149942_S",1,1
"chr14:27193788-27193904_S",1,1
"chr14:27193788-27207049_S",1,1
"chr14:27202049-27202598_S",1,1
"chr14:27202049-27204510_S",1,1
"chr14:27204560-27207049_S",1,1
"chr14:27205890-27207049_S",1,1
"chr14:27220502-27220655_S",1,1
"chr14:27220847-27228607_S",1,1
"chr14:27344572-27345643_S",1,1
"chr14:27345707-27350368_S",1,1
"chr14:27375441-27376886_S",1,1
"chr14:27375441-27421597_S",1,1
"chr14:27598619-27634769_S",1,1
"chr14:29442608-29442792_S",1,1
"chr14:29693829-29695325_S",1,1
"chr14:29706098-29707009_S",1,1
"chr14:29715103-29727947_S",1,1
"chr14:30280796-30295424_S",1,1
"chr14:30692522-30697179_S",1,1
"chr14:30741786-30745023_S",1,1
"chr14:30789922-30796732_S",1,1
"chr14:30809619-30811421_S",1,1
"chr14:30811580-30813628_S",1,1
"chr14:30829268-30838969_S",1,1
"chr14:30842964-30845640_S",1,1
"chr14:30845733-30845967_S",1,1
"chr14:30961695-30962230_S",1,1
"chr14:31215922-31216604_S",1,1
"chr14:31500963-31503659_S",1,1
"chr14:31610120-31613612_S",1,1
"chr14:31610394-31613612_S",1,1
"chr14:31805204-31806277_S",1,1
"chr14:31805204-31806878_S",1,1
"chr14:31818586-31821490_S",1,1
"chr14:33634574-33640455_S",1,1
"chr14:33990910-33995443_S",1,1
"chr14:35242842-35244306_S",1,1
"chr14:35242842-35284451_S",1,1
"chr14:36597259-36600556_S",1,1
"chr14:36597259-36612298_S",1,1
"chr14:38092998-38093233_S",1,1
"chr14:38092998-38098290_S",1,1
"chr14:38655092-38698688_S",1,1
"chr14:38981703-39022346_S",1,1
"chr14:39195802-39213441_S",1,1
"chr14:39196467-39196570_S",1,1
"chr14:39196467-39213472_S",1,1
"chr14:45457876-45460352_S",1,1
"chr14:45592436-45594169_S",1,1
"chr14:45609936-45610972_S",1,1
"chr14:45615944-45618389_S",1,1
"chr14:45622206-45626204_S",1,1
"chr14:45713571-45713874_S",1,1
"chr14:45742188-45744348_S",1,1
"chr14:45858298-45860297_S",1,1
"chr14:45858298-45866310_S",1,1
"chr14:47017683-47021282_S",1,1
"chr14:47017683-47021568_S",1,1
"chr14:47051775-47059557_S",1,1
"chr14:47548571-47550941_S",1,1
"chr14:47710175-47763661_S",1,1
"chr14:47744904-47746513_S",1,1
"chr14:47886897-47889718_S",1,1
"chr14:47941735-47941876_S",1,1
"chr14:47962428-47963385_S",1,1
"chr14:49410851-49415508_S",1,1
"chr14:52126294-52126412_S",1,1
"chr14:52126294-52126603_S",1,1
"chr14:52321849-52341345_S",1,1
"chr14:52335498-52335837_S",1,1
"chr14:52395912-52396831_S",1,1
"chr14:52475246-52492934_S",1,1
"chr14:52523360-52524204_S",1,1
"chr14:54664696-54665146_S",1,1
"chr14:54868991-54869878_S",1,1
"chr14:54885588-54889173_S",1,1
"chr14:54889316-54890991_S",1,1
"chr14:54916810-54923925_S",1,1
"chr14:55144402-55144487_S",1,1
"chr14:55144402-55145436_S",1,1
"chr14:55208205-55210228_S",1,1
"chr14:55261341-55261370_S",1,1
"chr14:55261341-55261372_S",1,1
"chr14:55293888-55309318_S",1,1
"chr14:55293888-55322228_S",1,1
"chr14:55312742-55329056_S",1,1
"chr14:55717661-55721224_S",1,1
"chr14:55717661-55723573_S",1,1
"chr14:55746016-55748306_S",1,1
"chr14:55748167-55754504_S",1,1
"chr14:55748167-55754518_S",1,1
"chr14:55754483-55754715_S",1,1
"chr14:55797579-55798666_S",1,1
"chr14:55798085-55798692_S",1,1
"chr14:55817085-55817260_S",1,1
"chr14:55822213-55823090_S",1,1
"chr14:55827985-55828478_S",1,1
"chr14:55839396-55840059_S",1,1
"chr14:55840882-55840991_S",1,1
"chr14:55899863-55899925_S",1,1
"chr14:55913190-55914211_S",1,1
"chr14:56136763-56137724_S",1,1
"chr14:56137187-56137650_S",1,1
"chr14:56903396-56905280_S",1,1
"chr14:56973467-56974160_S",1,1
"chr14:57042321-57049048_S",1,1
"chr14:57672315-57674633_S",1,1
"chr14:57744729-57754437_S",1,1
"chr14:57744729-57754793_S",1,1
"chr14:57795574-57808999_S",1,1
"chr14:58036055-58039378_S",1,1
"chr14:58039074-58039385_S",1,1
"chr14:58320762-58326049_S",1,1
"chr14:59439034-59447373_S",1,1
"chr14:59439034-59447376_S",1,1
"chr14:59455212-59458865_S",1,1
"chr14:59668718-59678035_S",1,1
"chr14:59699152-59743713_S",1,1
"chr14:59776655-59822952_S",1,1
"chr14:59818824-59822250_S",1,1
"chr14:60489003-60490934_S",1,1
"chr14:60501216-60514577_S",1,1
"chr14:61234140-61261617_S",1,1
"chr14:61708610-61740488_S",1,1
"chr14:61708615-61740408_S",1,1
"chr14:61708615-61740488_S",1,1
"chr14:61841256-61851614_S",1,1
"chr14:61841256-61862668_S",1,1
"chr14:62801969-62804830_S",1,1
"chr14:63370916-63380220_S",1,1
"chr14:63379312-63380404_S",1,1
"chr14:63396596-63396686_S",1,1
"chr14:63420184-63420430_S",1,1
"chr14:63420184-63420869_S",1,1
"chr14:63779906-63780506_S",1,1
"chr14:64106047-64115560_S",1,1
"chr14:64115638-64130171_S",1,1
"chr14:64412232-64418480_S",1,1
"chr14:64674132-64674952_S",1,1
"chr14:64674132-64675079_S",1,1
"chr14:66083785-66091550_S",1,1
"chr14:66210923-66218848_S",1,1
"chr14:66518378-66532529_S",1,1
"chr14:66595487-66598844_S",1,1
"chr14:66595487-66598964_S",1,1
"chr14:66595487-66599015_S",1,1
"chr14:67041510-67041540_S",1,1
"chr14:67178376-67187353_S",1,1
"chr14:67178376-67226583_S",1,1
"chr14:67276422-67277577_S",1,1
"chr14:68324256-68324730_S",1,1
"chr14:68362278-68362963_S",1,1
"chr14:68363146-68373088_S",1,1
"chr14:69079887-69080454_S",1,1
"chr14:69261978-69266272_S",1,1
"chr14:69261978-69266727_S",1,1
"chr14:69528135-69547745_S",1,1
"chr14:70372320-70372947_S",1,1
"chr14:70827692-70829014_S",1,1
"chr14:70842489-70842980_S",1,1
"chr14:70854881-70855394_S",1,1
"chr14:70855849-70866359_S",1,1
"chr14:70855849-70873259_S",1,1
"chr14:70940830-70944726_S",1,1
"chr14:71128335-71133211_S",1,1
"chr14:72822285-72889455_S",1,1
"chr14:72827432-72889455_S",1,1
"chr14:73832914-73833137_S",1,1
"chr14:74978696-74979471_S",1,1
"chr14:74980779-74982989_S",1,1
"chr14:75064144-75095416_S",1,1
"chr14:75562045-75565151_S",1,1
"chr14:75569659-75573361_S",1,1
"chr14:76083834-76085538_S",1,1
"chr14:76084801-76085510_S",1,1
"chr14:76084801-76085602_S",1,1
"chr14:76186960-76199683_S",1,1
"chr14:76186960-76200185_S",1,1
"chr14:77306390-77329107_S",1,1
"chr14:77306390-77330209_S",1,1
"chr14:77549565-77618018_S",1,1
"chr14:77549569-77565881_S",1,1
"chr14:77549569-77618018_S",1,1
"chr14:77618129-77635069_S",1,1
"chr14:77830433-77848726_S",1,1
"chr14:77852997-77870002_S",1,1
"chr14:78081913-78088206_S",1,1
"chr14:78081913-78112237_S",1,1
"chr14:78090412-78112237_S",1,1
"chr14:78752512-78753786_S",1,1
"chr14:78944237-78944376_S",1,1
"chr14:78944237-78944551_S",1,1
"chr14:79637240-79638861_S",1,1
"chr14:79637240-79660836_S",1,1
"chr14:79825307-79832808_S",1,1
"chr14:79844718-79846379_S",1,1
"chr14:84577390-84591931_S",1,1
"chr14:84681539-84682432_S",1,1
"chr14:84704837-84705195_S",1,1
"chr14:86508467-86532068_S",1,1
"chr14:86575358-86586631_S",1,1
"chr14:86894019-86894780_S",1,1
"chr14:86894019-86902211_S",1,1
"chr14:86894019-86921904_S",1,1
"chr14:87694555-87696196_S",1,1
"chr14:87694555-87709511_S",1,1
"chr14:93564191-93797911_S",1,1
"chr14:93564317-93797911_S",1,1
"chr14:94123800-94125445_S",1,1
"chr14:96606111-96617958_S",1,1
"chr14:96606111-96619206_S",1,1
"chr14:99336277-99336554_S",1,1
"chr14:99337566-99338467_S",1,1
"chr14:100074803-100099062_S",1,1
"chr14:100074803-100099064_S",1,1
"chr14:101703201-101708863_S",1,1
"chr14:101903326-101933337_S",1,1
"chr14:101928084-101933337_S",1,1
"chr14:102121851-102126112_S",1,1
"chr14:102123009-102133902_S",1,1
"chr14:102156141-102156670_S",1,1
"chr14:103584483-103596620_S",1,1
"chr14:103584483-103640595_S",1,1
"chr14:103584483-103642137_S",1,1
"chr14:103607726-103612167_S",1,1
"chr14:103678074-103679224_S",1,1
"chr14:103894509-103921669_S",1,1
"chr14:103894509-103923104_S",1,1
"chr14:104192981-104213426_S",1,1
"chr14:104192981-104238559_S",1,1
"chr14:105347239-105354421_S",1,1
"chr14:105369444-105375658_S",1,1
"chr14:105827108-105831014_S",1,1
"chr14:105919371-105919409_S",1,1
"chr14:106131236-106133292_S",1,1
"chr14:111684794-111692171_S",1,1
"chr14:111684794-111712891_S",1,1
"chr14:111712997-111874192_S",1,1
"chr14:111751376-111833242_S",1,1
"chr14:111751376-111874192_S",1,1
"chr14:118374753-118377148_S",1,1
"chr14:118930941-118968817_S",1,1
"chr14:119114675-119116751_S",1,1
"chr14:119149979-119152601_S",1,1
"chr14:119152687-119153410_S",1,1
"chr14:119235626-119244556_S",1,1
"chr14:120352077-120362503_S",1,1
"chr14:120562825-120579752_S",1,1
"chr14:121460131-121464122_S",1,1
"chr14:121486442-121486539_S",1,1
"chr14:122114424-122115092_S",1,1
"chr14:122114424-122115671_S",1,1
"chr14:122145733-122194719_S",1,1
"chr14:122231883-122233807_S",1,1
"chr14:122608842-122639358_S",1,1
"chr14:122621735-122622486_S",1,1
"chr14:123515774-123518511_S",1,1
"chr14:123515774-123520995_S",1,1
"chr14:123535558-123536282_S",1,1
"chr14:123535558-123536559_S",1,1
"chr14:123753186-123757157_S",1,1
"chr14:123898921-123979650_S",1,1
"chr14:123898921-124065163_S",1,1
"chr14:123979682-123989590_S",1,1
"chr14:124565593-124565699_S",1,1
"chr15:4077083-4077213_S",1,1
"chr15:4405298-4466693_S",1,1
"chr15:4625419-4628901_S",1,1
"chr15:5146167-5146795_S",1,1
"chr15:5146905-5147110_S",1,1
"chr15:5146905-5148048_S",1,1
"chr15:8065366-8075912_S",1,1
"chr15:8199879-8200514_S",1,1
"chr15:8368557-8379687_S",1,1
"chr15:8390497-8390588_S",1,1
"chr15:8390497-8395275_S",1,1
"chr15:8475123-8498815_S",1,1
"chr15:8475123-8518336_S",1,1
"chr15:8514311-8515720_S",1,1
"chr15:9177845-9178385_S",1,1
"chr15:10461511-10462308_S",1,1
"chr15:10462085-10463972_S",1,1
"chr15:10462085-10470350_S",1,1
"chr15:11858839-11873505_S",1,1
"chr15:12118425-12119365_S",1,1
"chr15:12118425-12122092_S",1,1
"chr15:12118425-12135352_S",1,1
"chr15:12153084-12154510_S",1,1
"chr15:12322043-12327656_S",1,1
"chr15:17477820-17485662_S",1,1
"chr15:17477823-17485662_S",1,1
"chr15:17477823-17485850_S",1,1
"chr15:17480570-17485850_S",1,1
"chr15:18809073-18818435_S",1,1
"chr15:18820787-18887645_S",1,1
"chr15:18899906-18906606_S",1,1
"chr15:21237998-21253485_S",1,1
"chr15:21480432-21520350_S",1,1
"chr15:23036669-23068945_S",1,1
"chr15:24986095-25027311_S",1,1
"chr15:24990282-25018021_S",1,1
"chr15:25006160-25018021_S",1,1
"chr15:25006160-25018214_S",1,1
"chr15:25006160-25018225_S",1,1
"chr15:25364378-25364845_S",1,1
"chr15:25415236-25423688_S",1,1
"chr15:25451237-25458703_S",1,1
"chr15:26311213-26387833_S",1,1
"chr15:27460277-27461343_S",1,1
"chr15:27460277-27462932_S",1,1
"chr15:27619710-27630543_S",1,1
"chr15:27744287-27747058_S",1,1
"chr15:30481041-30481726_S",1,1
"chr15:30683617-30688386_S",1,1
"chr15:31278312-31278444_S",1,1
"chr15:31305279-31367184_S",1,1
"chr15:31591202-31592485_S",1,1
"chr15:31591202-31592791_S",1,1
"chr15:31591202-31601447_S",1,1
"chr15:31602296-31606056_S",1,1
"chr15:31602296-31606259_S",1,1
"chr15:31609763-31630163_S",1,1
"chr15:32779577-32782925_S",1,1
"chr15:32779577-32793709_S",1,1
"chr15:32779577-32853908_S",1,1
"chr15:34099732-34131309_S",1,1
"chr15:34114255-34116456_S",1,1
"chr15:34121659-34131309_S",1,1
"chr15:34440751-34442780_S",1,1
"chr15:34443224-34443312_S",1,1
"chr15:34485802-34487887_S",1,1
"chr15:35099695-35104371_S",1,1
"chr15:35847154-35858078_S",1,1
"chr15:35937431-35938236_S",1,1
"chr15:36266178-36281229_S",1,1
"chr15:36791233-36794388_S",1,1
"chr15:37397698-37443899_S",1,1
"chr15:37397698-37448471_S",1,1
"chr15:37397698-37494783_S",1,1
"chr15:37397698-37509119_S",1,1
"chr15:37563709-37661275_S",1,1
"chr15:37661331-37792139_S",1,1
"chr15:37661331-37792377_S",1,1
"chr15:37711555-37715778_S",1,1
"chr15:37711555-37721506_S",1,1
"chr15:37711555-37745117_S",1,1
"chr15:37725406-37726732_S",1,1
"chr15:37725406-37792246_S",1,1
"chr15:37973703-37976303_S",1,1
"chr15:38300794-38325711_S",1,1
"chr15:38300794-38343018_S",1,1
"chr15:38311019-38312536_S",1,1
"chr15:38662328-38679563_S",1,1
"chr15:38679656-38687047_S",1,1
"chr15:38741007-38753327_S",1,1
"chr15:38870959-38873087_S",1,1
"chr15:38944100-38947660_S",1,1
"chr15:39255640-39280207_S",1,1
"chr15:39301319-39305552_S",1,1
"chr15:39632655-39640454_S",1,1
"chr15:39632655-39640471_S",1,1
"chr15:39632655-39640663_S",1,1
"chr15:39632655-39647964_S",1,1
"chr15:39748538-39762298_S",1,1
"chr15:41310986-41314978_S",1,1
"chr15:41312514-41398965_S",1,1
"chr15:41399124-41574049_S",1,1
"chr15:41517058-41527202_S",1,1
"chr15:41694526-41713854_S",1,1
"chr15:43113634-43138632_S",1,1
"chr15:43115704-43138632_S",1,1
"chr15:43232971-43240974_S",1,1
"chr15:43232971-43241491_S",1,1
"chr15:43232971-43243608_S",1,1
"chr15:43232971-43280369_S",1,1
"chr15:43243950-43244314_S",1,1
"chr15:43679198-43733306_S",1,1
"chr15:44293033-44294086_S",1,1
"chr15:44293033-44297294_S",1,1
"chr15:44491032-44491775_S",1,1
"chr15:44582382-44650984_S",1,1
"chr15:44615761-44617105_S",1,1
"chr15:44630661-44650998_S",1,1
"chr15:44630661-44708908_S",1,1
"chr15:44674755-44674862_S",1,1
"chr15:44674755-44674934_S",1,1
"chr15:44685821-44691071_S",1,1
"chr15:44685821-44693653_S",1,1
"chr15:44719987-44735580_S",1,1
"chr15:44719987-44744736_S",1,1
"chr15:48321100-48485389_S",1,1
"chr15:48403795-48433862_S",1,1
"chr15:48485503-48517370_S",1,1
"chr15:51741107-51744411_S",1,1
"chr15:51741107-51745546_S",1,1
"chr15:52970968-53026055_S",1,1
"chr15:53190161-53190340_S",1,1
"chr15:53190205-53190244_S",1,1
"chr15:53190205-53190252_S",1,1
"chr15:53190205-53190356_S",1,1
"chr15:53190213-53190284_S",1,1
"chr15:53190213-53190324_S",1,1
"chr15:53190265-53190324_S",1,1
"chr15:53190265-53190332_S",1,1
"chr15:53190317-53190356_S",1,1
"chr15:53190317-53190360_S",1,1
"chr15:53210062-53210164_S",1,1
"chr15:53210062-53231800_S",1,1
"chr15:53521887-53583040_S",1,1
"chr15:53723679-53765898_S",1,1
"chr15:54778528-54812559_S",1,1
"chr15:55397734-55403518_S",1,1
"chr15:57897957-57902134_S",1,1
"chr15:57897957-57911957_S",1,1
"chr15:57912182-57927450_S",1,1
"chr15:57918479-57927450_S",1,1
"chr15:58669095-58694691_S",1,1
"chr15:58798335-58800532_S",1,1
"chr15:58805788-58809200_S",1,1
"chr15:58809315-58811132_S",1,1
"chr15:59287981-59327161_S",1,1
"chr15:59287981-59327233_S",1,1
"chr15:59327316-59362265_S",1,1
"chr15:59327316-59463545_S",1,1
"chr15:59327316-59473188_S",1,1
"chr15:61910051-61978996_S",1,1
"chr15:61910051-62047315_S",1,1
"chr15:61979315-62021087_S",1,1
"chr15:62031978-62047315_S",1,1
"chr15:62031978-62094585_S",1,1
"chr15:62047398-62114022_S",1,1
"chr15:62114411-62116567_S",1,1
"chr15:62116707-62130269_S",1,1
"chr15:63842818-63932043_S",1,1
"chr15:64039679-64063332_S",1,1
"chr15:64080406-64109843_S",1,1
"chr15:65691720-65701575_S",1,1
"chr15:65725456-65725754_S",1,1
"chr15:65725456-65726477_S",1,1
"chr15:65739169-65743001_S",1,1
"chr15:66476755-66477870_S",1,1
"chr15:66481458-66484869_S",1,1
"chr15:67025020-67034835_S",1,1
"chr15:67025020-67048480_S",1,1
"chr15:68897728-68897755_S",1,1
"chr15:71362711-71391782_S",1,1
"chr15:71493947-71497870_S",1,1
"chr15:71743690-71746091_S",1,1
"chr15:72903493-72914025_S",1,1
"chr15:73009963-73018218_S",1,1
"chr15:73146434-73148705_S",1,1
"chr15:73197686-73214981_S",1,1
"chr15:73215209-73236889_S",1,1
"chr15:73215209-73266496_S",1,1
"chr15:73596698-73625604_S",1,1
"chr15:73597419-73602002_S",1,1
"chr15:73949423-73950487_S",1,1
"chr15:74256858-74295905_S",1,1
"chr15:74264232-74265883_S",1,1
"chr15:74264232-74359451_S",1,1
"chr15:74272654-74295905_S",1,1
"chr15:74285063-74352820_S",1,1
"chr15:74296025-74359451_S",1,1
"chr15:74353016-74359238_S",1,1
"chr15:74353016-74359442_S",1,1
"chr15:74444075-74460938_S",1,1
"chr15:74827567-74829625_S",1,1
"chr15:74830238-74830759_S",1,1
"chr15:74839918-74879175_S",1,1
"chr15:75437191-75437416_S",1,1
"chr15:75438109-75438435_S",1,1
"chr15:75768769-75772539_S",1,1
"chr15:75800899-75801501_S",1,1
"chr15:75906926-75907149_S",1,1
"chr15:75944418-75946455_S",1,1
"chr15:76004030-76004202_S",1,1
"chr15:76004030-76004453_S",1,1
"chr15:76115579-76116990_S",1,1
"chr15:76213437-76213813_S",1,1
"chr15:76229414-76229854_S",1,1
"chr15:76235860-76236619_S",1,1
"chr15:76336550-76336648_S",1,1
"chr15:76473419-76475642_S",1,1
"chr15:76477510-76477630_S",1,1
"chr15:76509406-76509752_S",1,1
"chr15:76550020-76560903_S",1,1
"chr15:76550020-76566810_S",1,1
"chr15:76611677-76614563_S",1,1
"chr15:76611677-76619076_S",1,1
"chr15:76649852-76678794_S",1,1
"chr15:76969851-76982139_S",1,1
"chr15:76970356-76973823_S",1,1
"chr15:76983693-76987078_S",1,1
"chr15:76987140-76989776_S",1,1
"chr15:77840290-77840668_S",1,1
"chr15:77840290-77840766_S",1,1
"chr15:78318211-78319274_S",1,1
"chr15:78319911-78321357_S",1,1
"chr15:78319911-78321783_S",1,1
"chr15:78319911-78322686_S",1,1
"chr15:78558941-78565712_S",1,1
"chr15:78558941-78601522_S",1,1
"chr15:78558941-78604186_S",1,1
"chr15:78570166-78598261_S",1,1
"chr15:78570166-78602186_S",1,1
"chr15:78647449-78687340_S",1,1
"chr15:78647449-78697364_S",1,1
"chr15:78647455-78687356_S",1,1
"chr15:78819895-78820008_S",1,1
"chr15:78955767-78968033_S",1,1
"chr15:79021921-79024968_S",1,1
"chr15:79125494-79127167_S",1,1
"chr15:79262914-79287005_S",1,1
"chr15:79370021-79371353_S",1,1
"chr15:79422933-79423519_S",1,1
"chr15:79555210-79556097_S",1,1
"chr15:79670690-79672593_S",1,1
"chr15:79670706-79670849_S",1,1
"chr15:79670706-79673415_S",1,1
"chr15:79670756-79671909_S",1,1
"chr15:79867332-79867439_S",1,1
"chr15:79867332-79869919_S",1,1
"chr15:79995946-79997376_S",1,1
"chr15:79995946-80011119_S",1,1
"chr15:80033042-80033916_S",1,1
"chr15:80145596-80147892_S",1,1
"chr15:80148319-80148414_S",1,1
"chr15:80243301-80245119_S",1,1
"chr15:80243301-80246063_S",1,1
"chr15:80469273-80479252_S",1,1
"chr15:80631675-80643744_S",1,1
"chr15:80683006-80690256_S",1,1
"chr15:80760863-80763069_S",1,1
"chr15:80831668-80846168_S",1,1
"chr15:80831668-80861888_S",1,1
"chr15:80835679-80835872_S",1,1
"chr15:80888072-80888278_S",1,1
"chr15:81315094-81322267_S",1,1
"chr15:81350652-81355152_S",1,1
"chr15:81350652-81358043_S",1,1
"chr15:81352435-81359286_S",1,1
"chr15:81355224-81359286_S",1,1
"chr15:81358092-81360216_S",1,1
"chr15:81470924-81473164_S",1,1
"chr15:81596337-81600767_S",1,1
"chr15:81606228-81613417_S",1,1
"chr15:81687088-81689732_S",1,1
"chr15:81687088-81699144_S",1,1
"chr15:81750094-81754410_S",1,1
"chr15:81831134-81832779_S",1,1
"chr15:81839950-81840562_S",1,1
"chr15:81890991-81917841_S",1,1
"chr15:82118711-82123273_S",1,1
"chr15:82175033-82176882_S",1,1
"chr15:82230471-82232172_S",1,1
"chr15:82235296-82236533_S",1,1
"chr15:82235296-82237457_S",1,1
"chr15:82693989-82699811_S",1,1
"chr15:82741486-82847621_S",1,1
"chr15:82741486-82871816_S",1,1
"chr15:82867157-82881300_S",1,1
"chr15:83286201-83331293_S",1,1
"chr15:83286201-83348659_S",1,1
"chr15:83389845-83394934_S",1,1
"chr15:83523022-83535855_S",1,1
"chr15:83639919-83645038_S",1,1
"chr15:83663851-83667847_S",1,1
"chr15:83684386-83720592_S",1,1
"chr15:83990953-83991033_S",1,1
"chr15:84155522-84156245_S",1,1
"chr15:84155522-84157699_S",1,1
"chr15:84227611-84250769_S",1,1
"chr15:84227611-84253026_S",1,1
"chr15:84388499-84390288_S",1,1
"chr15:84388499-84392631_S",1,1
"chr15:84388499-84400910_S",1,1
"chr15:84943027-84943589_S",1,1
"chr15:84943027-84945732_S",1,1
"chr15:84943027-85001029_S",1,1
"chr15:85220782-85271191_S",1,1
"chr15:85470239-85477642_S",1,1
"chr15:85561521-85562255_S",1,1
"chr15:85561521-85562437_S",1,1
"chr15:85561521-85562652_S",1,1
"chr15:85781119-85781232_S",1,1
"chr15:88071106-88098142_S",1,1
"chr15:88071106-88098145_S",1,1
"chr15:88071109-88098142_S",1,1
"chr15:88071109-88098145_S",1,1
"chr15:88709494-88710592_S",1,1
"chr15:88954060-88955545_S",1,1
"chr15:88955952-88958275_S",1,1
"chr15:88969841-88970094_S",1,1
"chr15:89192049-89192151_S",1,1
"chr15:89338489-89339396_S",1,1
"chr15:89360489-89361400_S",1,1
"chr15:89676908-89711022_S",1,1
"chr15:89711381-89718504_S",1,1
"chr15:89711381-89723626_S",1,1
"chr15:90469145-90499313_S",1,1
"chr15:90562568-90562781_S",1,1
"chr15:90828105-90836913_S",1,1
"chr15:90833248-90840497_S",1,1
"chr15:90870184-90872092_S",1,1
"chr15:91784009-91787391_S",1,1
"chr15:91784009-91854086_S",1,1
"chr15:91949205-92026008_S",1,1
"chr15:91949205-92076368_S",1,1
"chr15:92021772-92022600_S",1,1
"chr15:92021772-92026070_S",1,1
"chr15:92022741-92026008_S",1,1
"chr15:92026217-92031029_S",1,1
"chr15:92059543-92076368_S",1,1
"chr15:92242465-92265055_S",1,1
"chr15:92297715-92299346_S",1,1
"chr15:93234347-93234556_S",1,1
"chr15:93285736-93288931_S",1,1
